institution_name,normalized_institution_name,registration_number,regulator,accreditation_status,ownership_type,institution_type,region,district_or_council,physical_location,mainland_or_zanzibar,website,phone_numbers,email,application_method,official_source_url,source_type,confidence_level,last_verified_date,notes
Chuo cha Ualimu Shinyanga,chuo cha ualimu shinyanga,,Ministry,,public,teacher college,Shinyanga,,,Mainland,,,,CAS,https://www.moe.go.tz/sw/matangazo/tangazo-la-nafasi-za-mafunzo-ya-ualimu-ngazi-ya-stashahada-ya-ualimu-elimu-ya-awali-na,regulator,high,2026-04-24,Government teacher college offering diploma pathway(s) in 2025/2026 ministry notice. Apply via tcm.moe.go.tz.
EARTH SCIENCE INSTITUTE OF SHINYANGA (ESIS),earth science institute of shinyanga,REG/SAT/058,NACTVET,,private,technical college,Shinyanga,Shinyanga District Council,Shinyanga District Council - Shinyanga,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
KAHAMA COLLEGE OF HEALTH SCIENCES,kahama college of health sciences,REG/HAS/171,NACTVET,,private,health college,Shinyanga,Kahama Town Council,Kahama Town Council - Shinyanga,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
KAHAMA SCHOOL OF NURSING,kahama school of nursing,REG/HAS/064,NACTVET,,public,health college,Shinyanga,Kahama Town Council,Kahama Town Council - Shinyanga,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
Kizumbi Institute of Cooperative Business Education (KICoB),kizumbi institute of cooperative business education,,TCU,,public,university college,Shinyanga,,Shinyanga,Mainland,,,,TCU,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,high,2026-04-24,Listed by TCU as university campus institute approved to admit students in 2025/2026.
LOCAL GOVERNMENT TRAINING INSTITUTE - SHINYANGA CAMPUS,local government training institute shinyanga campus,REG/BTP/148,NACTVET,,public,business college,Shinyanga,Shinyanga District Council,Shinyanga District Council - Shinyanga,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
SHINYANGA COLLEGE OF HEALTH SCIENCES AND TECHNOLOGY,shinyanga college of health sciences and technology,REG/HAS/255,NACTVET,,private,health college,Shinyanga,Bukombe District Council,Bukombe District Council - Geita,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
ST. JOSEPH COLLEGE - SHINYANGA CAMPUS,st joseph college shinyanga campus,REG/BTP/076,NACTVET,,private,business college,Shinyanga,Shinyanga District Council,Shinyanga District Council - Shinyanga,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
Shinyanga VTC,shinyanga vtc,,VETA,,public,vocational centre,Shinyanga,,S.L.P. 470 SHINYANGA,Mainland,,,,VETA,https://www.veta.go.tz/publication/doc/ORODHA%20YA%20VYUO%20VYA%20VETA%20NA%20FANI%20ZITAKAZOTOLEWA%20KWENYE%20VYUO%20WA%20VETA%20MWAKA%202026.pdf,regulator,high,2026-04-24,Training level(s): LEVEL I -Ill; Boarding/day: Bweni na kutwa
CLINICAL OFFICERS TRAINING CENTRE MASWA,clinical officers training centre maswa,REG/HAS/014,NACTVET,,public,health college,Simiyu,Maswa District Council,Maswa District Council - Simiyu,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
INSTITUTE OF FINANCE MANAGEMENT - SIMIYU CAMPUS,institute of finance management simiyu campus,REG/BTP/119,NACTVET,,public,business college,Simiyu,Bariadi District Council,Bariadi District Council - Simiyu,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
Institute of Finance Management (IFM)-Simiyu,institute of finance management simiyu,,TCU,,public,business college,Simiyu,,Simiyu,Mainland,,,,TCU,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,high,2026-04-24,Listed by TCU as non-university approved to admit students in 2025/2026.
Kanadi VTC,kanadi vtc,,VETA,,public,vocational centre,Simiyu,,S.L.P 118 SIMIYU,Mainland,,,,VETA,https://www.veta.go.tz/publication/doc/ORODHA%20YA%20VYUO%20VYA%20VETA%20NA%20FANI%20ZITAKAZOTOLEWA%20KWENYE%20VYUO%20WA%20VETA%20MWAKA%202026.pdf,regulator,high,2026-04-24,Training level(s): LEVEL I -Il; Boarding/day: Kutwa
Kishapu DVTC,kishapu dvtc,,VETA,,public,vocational centre,Simiyu,Kishapu,S.L.P 24 KISHAPU SIMIYU,Mainland,,,,VETA,https://www.veta.go.tz/publication/doc/ORODHA%20YA%20VYUO%20VYA%20VETA%20NA%20FANI%20ZITAKAZOTOLEWA%20KWENYE%20VYUO%20WA%20VETA%20MWAKA%202026.pdf,regulator,high,2026-04-24,Training level(s): LEVEL I -Il; Boarding/day: Bweni na Kutwa
SIMIYU COLLEGE OF HEALTH AND ALLIED SCIENCES,simiyu college of health and allied sciences,REG/HAS/223P,NACTVET,,private,health college,Simiyu,Bariadi District Council,Bariadi District Council - Simiyu,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
Simiyu RVTSC,simiyu rvtsc,,VETA,,public,vocational centre,Simiyu,Bariadi,S.L.P 19 BARIADI SIMIYU,Mainland,,,,VETA,https://www.veta.go.tz/publication/doc/ORODHA%20YA%20VYUO%20VYA%20VETA%20NA%20FANI%20ZITAKAZOTOLEWA%20KWENYE%20VYUO%20WA%20VETA%20MWAKA%202026.pdf,regulator,high,2026-04-24,Training level(s): LEVEL I -Il; Boarding/day: Bweni na Kutwa
BLUE PHARMA COLLEGE OF HEALTH,blue pharma college of health,REG/HAS/187,NACTVET,,private,health college,Singida,Singida District Council,Singida District Council - Singida,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
GOLD SEAL MEDICAL COLLEGE,gold seal medical college,REG/HAS/224,NACTVET,,private,health college,Singida,Singida District Council,Singida District Council - Singida,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
Ikungi DVTC,ikungi dvtc,,VETA,,public,vocational centre,Singida,,S.L.P 313 SINGIDA,Mainland,,,,VETA,https://www.veta.go.tz/publication/doc/ORODHA%20YA%20VYUO%20VYA%20VETA%20NA%20FANI%20ZITAKAZOTOLEWA%20KWENYE%20VYUO%20WA%20VETA%20MWAKA%202026.pdf,regulator,high,2026-04-24,Training level(s): LEVEL I -Il; Boarding/day: Bweni na kutwa
KIOMBOI SCHOOL OF NURSING,kiomboi school of nursing,REG/HAS/091,NACTVET,,public,health college,Singida,Iramba District Council,Iramba District Council - Singida,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
LAKE INSTITUTE OF HEALTH AND ALLIED SCIENCES,lake institute of health and allied sciences,REG/HAS/197,NACTVET,,private,health college,Singida,Singida District Council,Singida District Council - Singida,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
SERENGETI TRAINING COLLEGE,serengeti training college,REG/NACTVET/1159P,NACTVET,,private,teacher college,Singida,Singida District Council,Singida District Council - Singida,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
SINGIDA COLLEGE OF HEALTH SCIENCES AND TECHNOLOGY,singida college of health sciences and technology,REG/HAS/080,NACTVET,,public,health college,Singida,Singida District Council,Singida District Council - Singida,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
ST JOSEPH COLLEGE - SINGIDA CAMPUS,st joseph college singida campus,REG/NACTVET/1156,NACTVET,,private,technical college,Singida,Singida District Council,Singida District Council - Singida,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
ST. BERNARD COLLEGE OF BUSINESS ADMINISTRATION AND TECHNOLOGY,st bernard college of business administration and technology,REG/SAT/039,NACTVET,,private,business college,Singida,Singida District Council,Singida District Council - Singida,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
Singida VTC,singida vtc,,VETA,,public,vocational centre,Singida,,S.L.P. 733 SINGIDA,Mainland,,,,VETA,https://www.veta.go.tz/publication/doc/ORODHA%20YA%20VYUO%20VYA%20VETA%20NA%20FANI%20ZITAKAZOTOLEWA%20KWENYE%20VYUO%20WA%20VETA%20MWAKA%202026.pdf,regulator,high,2026-04-24,Training level(s): LEVEL I -Ill; Boarding/day: Bweni na kutwa
TANZANIA PUBLIC SERVICE COLLEGE - SINGIDA,tanzania public service college singida,REG/BTP/038,NACTVET,,public,business college,Singida,Singida District Council,Singida District Council - Singida,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
Tanzania Institute of Accountancy (TIA) Singida,tanzania institute of accountancy singida,,TCU,,public,business college,Singida,,Singida,Mainland,,,,TCU,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,high,2026-04-24,Listed by TCU as non-university approved to admit students in 2025/2026.
WATER INSTITUTE SINGIDA CAMPUS,water institute singida campus,REG/SAT/057,NACTVET,,public,technical college,Singida,Singida District Council,Singida District Council - Singida,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
Ileje DVTC,ileje dvtc,,VETA,,public,vocational centre,Songwe,Ileje,S.L.P 125 ILEJE-SONGWE,Mainland,,,,VETA,https://www.veta.go.tz/publication/doc/ORODHA%20YA%20VYUO%20VYA%20VETA%20NA%20FANI%20ZITAKAZOTOLEWA%20KWENYE%20VYUO%20WA%20VETA%20MWAKA%202026.pdf,regulator,high,2026-04-24,Training level(s): LEVEL I -Il; Boarding/day: Kutwa
ARDHI INSTITUTE - TABORA,ardhi institute tabora,REG/EOS/010,NACTVET,,public,technical college,Tabora,Tabora Municipal Council,Tabora Municipal Council - Tabora,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
Archbishop Mihayo University College of Tabora (AMUCTA),archbishop mihayo university college of tabora,,TCU,,private,university college,Tabora,,Tabora,Mainland,,,,TCU,https://www.tcu.go.tz/sites/default/files/admission_guidebooks/Bachelors_Degree_Admission_Guidebook_for_the_2025_2026_Academic_Year_For_Holders_of_Secondary_School_Qualifications.pdf,regulator,high,2026-04-24,Listed by TCU as university college approved to admit students in 2025/2026.
BEEKEEPING TRAINING INSTITUTE - TABORA,beekeeping training institute tabora,REG/ANE/035,NACTVET,,public,agriculture college,Tabora,Tabora Municipal Council,Tabora Municipal Council - Tabora,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
Chuo cha Ualimu Tabora,chuo cha ualimu tabora,,Ministry,,public,teacher college,Tabora,,,Mainland,,,,CAS,https://www.moe.go.tz/sw/matangazo/tangazo-la-nafasi-za-mafunzo-ya-ualimu-ngazi-ya-stashahada-ya-ualimu-elimu-ya-awali-na,regulator,high,2026-04-24,Government teacher college offering diploma pathway(s) in 2025/2026 ministry notice. Apply via tcm.moe.go.tz.
Igunga DVTC,igunga dvtc,,VETA,,public,vocational centre,Tabora,Igunga,S.L.P 269 IGUNGA-TABORA,Mainland,,,,VETA,https://www.veta.go.tz/publication/doc/ORODHA%20YA%20VYUO%20VYA%20VETA%20NA%20FANI%20ZITAKAZOTOLEWA%20KWENYE%20VYUO%20WA%20VETA%20MWAKA%202026.pdf,regulator,high,2026-04-24,Training level(s): LEVEL I -Il; Boarding/day: Bweni na Kutwa
KALIUA INSTITUTE OF COMMUNITY DEVELOPMENT -TABORA,kaliua institute of community development tabora,REG/BTP/061,NACTVET,,private,community development/social work college,Tabora,Kaliua District Council,Kaliua District Council - Tabora,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
MINERAL RESOURCE INSTITUTE,mineral resource institute,MRI,NACTVET,,unknown,technical college,Tabora,Nzega District Council,Nzega District Council - Tabora,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
MINISTRY OF AGRICULTURE TRAINING INSTITUTE TUMBI - TABORA,ministry of agriculture training institute tumbi tabora,REG/ANE/020,NACTVET,,public,agriculture college,Tabora,Tabora Municipal Council,Tabora Municipal Council - Tabora,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
"NJUWENI INSTITUTE OF HOTEL, CATERING AND TOURISM MANAGEMENT - KIBAHA",njuweni institute of hotel catering and tourism management kibaha,REG/ANE/016,NACTVET,,private,agriculture college,Tabora,Kibaha District Counci - Pwani,Kibaha District Counci - Pwani,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
NZEGA NURSING SCHOOL,nzega nursing school,REG/HAS/111,NACTVET,,public,health college,Tabora,Nzega District Council,Nzega District Council - Tabora,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
ST. MAXIMILLIANCOLBE HEALTH COLLEGE,st maximilliancolbe health college,REG/HAS/154,NACTVET,,private,health college,Tabora,Tabora Municipal Council,Tabora Municipal Council - Tabora,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
TABORA (EA) POLYTECHNIC COLLEGE - TULI CAMPUS,tabora polytechnic college tuli campus,REG/HAS/244,NACTVET,,private,health college,Tabora,Tabora Municipal Council,Tabora Municipal Council - Tabora,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
TABORA BLISS COLLEGE - TABORA,tabora bliss college tabora,REG/HAS/214,NACTVET,,private,health college,Tabora,,Language Is An Added Advantage.,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
TABORA COLLEGE OF HEALTH AND ALLIED SCIENCES,tabora college of health and allied sciences,REG/HAS/196,NACTVET,,public,health college,Tabora,Tabora Municipal Council,Tabora Municipal Council - Tabora,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
TABORA EAST AFRICA POLYTECHNIC COLLEGE - TABORA,tabora east africa polytechnic college tabora,REG/ANE/034N,NACTVET,,private,agriculture college,Tabora,Tabora Municipal Council,Tabora Municipal Council - Tabora,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
TABORA INSTITUTE,tabora institute,REG/HAS/157,NACTVET,,private,health college,Tabora,Nzega District Council,Nzega District Council - Tabora,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
TANZANIA INSTITUTE OF RAIL TECHNOLOGY - TABORA,tanzania institute of rail technology tabora,REG/EOS/012,NACTVET,,public,technical college,Tabora,Tabora Municipal Council,Tabora Municipal Council - Tabora,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
TANZANIA PUBLIC SERVICE COLLEGE,tanzania public service college,TPSC,NACTVET,,unknown,technical college,Tabora,Tabora Municipal Council,Tabora Municipal Council - Tabora,Mainland,,,,CAS,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Listed in NACTVET technical institutions guidebook 2025/2026.
Tabora RVTSC,tabora rvtsc,,VETA,,public,vocational centre,Tabora,,"S.L.P. 2060, TABORA",Mainland,,,,VETA,https://www.veta.go.tz/publication/doc/ORODHA%20YA%20VYUO%20VYA%20VETA%20NA%20FANI%20ZITAKAZOTOLEWA%20KWENYE%20VYUO%20WA%20VETA%20MWAKA%202026.pdf,regulator,high,2026-04-24,Training level(s): LEVEL I -Ill; Boarding/day: Bweni na kutwa
Ulyankulu VTC,ulyankulu vtc,,VETA,,public,vocational centre,Tabora,,S.L.P 111 Kaliua TABORA,Mainland,,,,VETA,https://www.veta.go.tz/publication/doc/ORODHA%20YA%20VYUO%20VYA%20VETA%20NA%20FANI%20ZITAKAZOTOLEWA%20KWENYE%20VYUO%20WA%20VETA%20MWAKA%202026.pdf,regulator,high,2026-04-24,Training level(s): LEVEL I -Il; Boarding/day: Bweni na kutwa
Urambo DVTC,urambo dvtc,,VETA,,public,vocational centre,Tabora,Urambo,S.L.P 133 URAMBO TABORA,Mainland,,,,VETA,https://www.veta.go.tz/publication/doc/ORODHA%20YA%20VYUO%20VYA%20VETA%20NA%20FANI%20ZITAKAZOTOLEWA%20KWENYE%20VYUO%20WA%20VETA%20MWAKA%202026.pdf,regulator,high,2026-04-24,Training level(s): LEVEL I -Il; Boarding/day: Bweni na Kutwa
Uyui DVTC,uyui dvtc,,VETA,,public,vocational centre,Tabora,Uyui,S.L.P 1605 UYUI-TABORA,Mainland,,,,VETA,https://www.veta.go.tz/publication/doc/ORODHA%20YA%20VYUO%20VYA%20VETA%20NA%20FANI%20ZITAKAZOTOLEWA%20KWENYE%20VYUO%20WA%20VETA%20MWAKA%202026.pdf,regulator,high,2026-04-24,Training level(s): LEVEL I -Il; Boarding/day: Bweni na Kutwa
