programme_name,normalized_programme_name,award_level,field_category,institution_name,institution_registration_number,minimum_entry_requirements,required_subjects,duration,fees_if_available,mode,campus_location,admission_capacity,entry_route_types,accepts_form_four_direct,accreditation_status_if_available,application_link,official_source_url,source_type,secondary_source_url,secondary_source_type,confidence_level,last_verified_date,notes
"Ordinary Diploma in Records, Archives and Information Management",ordinary diploma in records archives and information management,ordinary diploma,business,TANZANIA PUBLIC SERVICE COLLEGE - TANGA,REG/BTP/049,"CSEE with 4+ non-religious passes | NTA Level 4/BTC in Records Management, Library and Information Management, Health Records, Medical Records or ACSEE with 1 principal + 1 subsidiary",,3 years or 2 years,"Local Fee: TSH. 975,000/=",unknown,Tanga City Council - Tanga,400 or 500,CSEE; ACSEE; NTA Level 4,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,Combined 2 entry route(s) from the guidebook.
Ordinary Diploma in Secretarial Studies,ordinary diploma in secretarial studies,ordinary diploma,business,TANZANIA PUBLIC SERVICE COLLEGE - TANGA,REG/BTP/049,CSEE with 4+ non-religious passes or National Vocation Award (NVA) Level III with at least two passes in CSEE | Basic Technician Certificate ( NTA Level 4) in Secretarial Studies or ACSEE with 1 principal + 1 subsidiary,,3 years or 2 years,"Local Fee: TSH. 975,000/=",unknown,Tanga City Council - Tanga,200 or 150,CSEE; ACSEE; NTA Level 4; NVA Level III,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,Combined 2 entry route(s) from the guidebook.
Ordinary Diploma in Agriculture Production,ordinary diploma in agriculture production,ordinary diploma,agriculture,TANZANIA RESEARCH AND CAREER DEVELOPMENT INSTITUTE (TRACDI) - DODOMA,REG/PWF/041,"CSEE with 4+ non-religious passes including two Passes in Biology, Chemistry, Physics/ Engineering Sciences, Basic Mathematics, Nutrition, Agriculture Science and Geography. NVA Level III in Agriculture with CSEE | NTA Level 4/BTC in Agriculture Production or ACSEE with one Principle Pass and one Subsidiary in Biology, Chemistry, Physics, Advanced Mathematics, Agriculture Science and Geography",Biology; Chemistry; Physics/Engineering Sciences; Basic Mathematics; Advanced Mathematics; Geography; Agriculture; Food and Nutrition,3 years or 2 years,"Local Fee: TSH. 1,210,000/=; Foreigner Fee: USD 600/=",unknown,Dodoma Municipal Council - Dodoma,200,CSEE; ACSEE; NTA Level 4; NVA Level III,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,Combined 2 entry route(s) from the guidebook.
Ordinary Diploma in Animal Health and Production,ordinary diploma in animal health and production,ordinary diploma,health,TANZANIA RESEARCH AND CAREER DEVELOPMENT INSTITUTE (TRACDI) - DODOMA,REG/PWF/041,"CSEE with at least four Passes in non-religious Subjects including two Passes in Biology, Chemistry, Physics, Mathematics, Geography and Agricultural Sciences or NVA Level III/trade Test I in Animal Health and Production with CSEE",Biology; Chemistry; Physics; Mathematics; Geography; Agriculture,3 years,"Local Fee: TSH. 1,210,000/=; Foreigner Fee: USD 620/=",unknown,Dodoma Municipal Council - Dodoma,100,CSEE; NVA Level III,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,
Ordinary Diploma in Clinical Dentistry,ordinary diploma in clinical dentistry,ordinary diploma,health,TANZANIA RESEARCH AND CAREER DEVELOPMENT INSTITUTE (TRACDI) - DODOMA,REG/PWF/041,"CSEE with 4+ non-religious passes including Chemistry, Biology and Physics/Engineering Sciences",Biology; Chemistry; Physics/Engineering Sciences,3 years,"Local Fee: TSH. 1,600,000/=",unknown,Dodoma Municipal Council - Dodoma,70,CSEE,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,
Ordinary Diploma in Clinical Nutrition,ordinary diploma in clinical nutrition,ordinary diploma,health,TANZANIA RESEARCH AND CAREER DEVELOPMENT INSTITUTE (TRACDI) - DODOMA,REG/PWF/041,CSEE with 4+ non-religious passes including Chemistry and Biology. A pass in Basic Mathematics and English Language is an Added Advantage,Biology; Chemistry; Basic Mathematics; English Language; English,3 years,"Local Fee: TSH. 1,400,000/=",unknown,Dodoma Municipal Council - Dodoma,150,CSEE,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,
Ordinary Diploma in Community Development,ordinary diploma in community development,ordinary diploma,social work,TANZANIA RESEARCH AND CAREER DEVELOPMENT INSTITUTE (TRACDI) - DODOMA,REG/PWF/041,"CSEE with 4+ non-religious passes | NTA Level 4/BTC in Community Development, Social Work, Community Health, Gender, Youth Work or ACSEE with 1 principal + 1 subsidiary",,3 years or 2 years,"Local Fee: TSH. 960,000/=; Foreigner Fee: USD 384/=",unknown,Dodoma Municipal Council - Dodoma,100 or 270,CSEE; ACSEE; NTA Level 4,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,Combined 2 entry route(s) from the guidebook.
Ordinary Diploma in Diagnostic Radiography,ordinary diploma in diagnostic radiography,ordinary diploma,media,TANZANIA RESEARCH AND CAREER DEVELOPMENT INSTITUTE (TRACDI) - DODOMA,REG/PWF/041,"CSEE with D passes in Chemistry, Biology, Physics, Basic Mathematics and English Language",Biology; Chemistry; Physics; Basic Mathematics; English Language; English,3 years,"Local Fee: TSH. 1,600,000/=",unknown,Dodoma Municipal Council - Dodoma,150,CSEE,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,
Ordinary Diploma in General Agriculture,ordinary diploma in general agriculture,ordinary diploma,agriculture,TANZANIA RESEARCH AND CAREER DEVELOPMENT INSTITUTE (TRACDI) - DODOMA,REG/PWF/041,"Holders Basic Technician Certificate (NTA 4) in General Agriculture AND CSEE with 4+ non-religious passes including three (3) Passes in Biology, Chemistry, Physics/Engineering Sciences, Basic Mathematics, Agriculture Science and Geography; A pass in Biology is compulsory",Biology; Chemistry; Physics/Engineering Sciences; Basic Mathematics; Geography; Agriculture,2 years,"Local Fee: TSH. 1,150,000/=; Foreigner Fee: USD 500/=",unknown,Dodoma Municipal Council - Dodoma,200,CSEE,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,
Ordinary Diploma in Clinical Medicine,ordinary diploma in clinical medicine,ordinary diploma,health,TANZANIAN TRAINING CENTRE FOR INTERNATIONAL HEALTH,REG/HAS/003,"CSEE with 4+ non-religious passes including Chemistry, Biology and Physics/Engineering Sciences. A pass in Basic Mathematics and English Language is an added advantage",Biology; Chemistry; Physics/Engineering Sciences; Basic Mathematics; English Language; English,3 years,"Local Fee: TSH. 1,700,000/=",unknown,Kilombero District Council - Morogoro,100,CSEE,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,
Ordinary Diploma in Health Information Sciences,ordinary diploma in health information sciences,ordinary diploma,health,TANZANIAN TRAINING CENTRE FOR INTERNATIONAL HEALTH,REG/HAS/003,"CSEE with 4+ non-religious passes including Biology, Basic Mathematics and English Language",Biology; Basic Mathematics; English Language; English,3 years,"Local Fee: TSH. 1,200,000/=",unknown,Kilombero District Council - Morogoro,60,CSEE,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,
Ordinary Diploma in Optometry,ordinary diploma in optometry,ordinary diploma,health,TANZANIAN TRAINING CENTRE FOR INTERNATIONAL HEALTH,REG/HAS/003,"CSEE with At Least five (5) Passes in non-religious Subjects including Passes in Chemistry, Biology, Basic Mathematics, English and Physics/Engineering Sciences",Biology; Chemistry; Physics/Engineering Sciences; Basic Mathematics; English,3 years,"Local Fee: TSH. 1,400,000/=",unknown,Kilombero District Council - Morogoro,88,CSEE,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,
Ordinary Diploma in Pharmaceutical Sciences,ordinary diploma in pharmaceutical sciences,ordinary diploma,health,TANZANIAN TRAINING CENTRE FOR INTERNATIONAL HEALTH,REG/HAS/003,CSEE with 4+ non-religious passes including Chemistry and Biology. A Pass in Basic Mathematics and English Language Is An Added Advantage,Biology; Chemistry; Basic Mathematics; English Language; English,3 years,"Local Fee: TSH. 1,200,000/=",unknown,Kilombero District Council - Morogoro,100,CSEE,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,
Ordinary Diploma in Accounting and Finance,ordinary diploma in accounting and finance,ordinary diploma,business,TENGERU INSTITUTE OF COMMUNITY DEVELOPMENT,REG/PWF/008,"CSEE with 4+ non-religious passes | Technician Certificate (NTA level 4) in Accounting and Finance, Community Development, Business Administration, Project Planning and Management, Human Resource Management, or Advanced Certificate of Secondary Examination with One Principal Pass and one Subsidiary Pass",Accounting,3 years or 2 years,"Local Fee: TSH. 730,000/=",unknown,Arumeru District Council - Arusha,300 or 200,CSEE; NTA Level 4,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,Combined 2 entry route(s) from the guidebook.
Ordinary Diploma in Community Development,ordinary diploma in community development,ordinary diploma,social work,TENGERU INSTITUTE OF COMMUNITY DEVELOPMENT,REG/PWF/008,CSEE with 4+ non-religious passes | Basic Technician Certificate (NTA 4) in Project Management for Community Development,,3 years or 2 years,"Local Fee: TSH. 730,000/=",unknown,Arumeru District Council - Arusha,300,CSEE,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,Combined 2 entry route(s) from the guidebook.
Ordinary Diploma in Environmental Health Sciences,ordinary diploma in environmental health sciences,ordinary diploma,health,TENGERU INSTITUTE OF COMMUNITY DEVELOPMENT,REG/PWF/008,"CSEE with 4+ non-religious passes including Biology, Chemistry and Physics/Engineering Sciences",Biology; Chemistry; Physics/Engineering Sciences,3 years,"Local Fee: TSH. 1,300,000/=",unknown,Arumeru District Council - Arusha,100,CSEE,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,
Ordinary Diploma in Gender and Community Development,ordinary diploma in gender and community development,ordinary diploma,social work,TENGERU INSTITUTE OF COMMUNITY DEVELOPMENT,REG/PWF/008,a CSEE with 4+ non-religious passes | Basic Technician Certificate (NTA 4) in Gender and Community Development,,3 years or 2 years,"Local Fee: TSH. 730,000/=",unknown,Arumeru District Council - Arusha,300 or 200,CSEE,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,Combined 2 entry route(s) from the guidebook.
Ordinary Diploma in Human Resource Management,ordinary diploma in human resource management,ordinary diploma,business,TENGERU INSTITUTE OF COMMUNITY DEVELOPMENT,REG/PWF/008,"CSEE with 4+ non-religious passes | Technician Certificate (NTA level 4) in Local Government and Administration, Community Development, Gender, Project Planning and Management, Record Management, Human Resource Management, Public Administration, or Advanced Certificate of Secondary Examination with One Principal Pass and one Subsidiary Pass",,3 years or 2 years,"Local Fee: TSH. 730,000/=",unknown,Arumeru District Council - Arusha,200,CSEE; NTA Level 4,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,Combined 2 entry route(s) from the guidebook.
Ordinary Diploma in Local Government and Administration,ordinary diploma in local government and administration,ordinary diploma,business,TENGERU INSTITUTE OF COMMUNITY DEVELOPMENT,REG/PWF/008,"CSEE with 4+ non-religious passes | Technician Certificate (NTA level 4) in Local Government and Administration, Community Development, Gender, Project Planning and Management, Record Management, Human Resource Management, Public Administration, or Advanced Certificate of Secondary Examination with One Principal Pass and one Subsidiary Pass",,3 years or 2 years,"Local Fee: TSH. 730,000/=",unknown,Arumeru District Council - Arusha,200,CSEE; NTA Level 4,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,Combined 2 entry route(s) from the guidebook.
Ordinary Diploma in Project Management for Community Development,ordinary diploma in project management for community development,ordinary diploma,social work,TENGERU INSTITUTE OF COMMUNITY DEVELOPMENT,REG/PWF/008,CSEE with 4+ non-religious passes | Basic Technician Certificate (NTA 4) in Project Management for Community Development,,3 years or 2 years,"Local Fee: TSH. 730,000/=",unknown,Arumeru District Council - Arusha,300,CSEE,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,Combined 2 entry route(s) from the guidebook.
Ordinary Diploma in Social Work,ordinary diploma in social work,ordinary diploma,social work,TENGERU INSTITUTE OF COMMUNITY DEVELOPMENT,REG/PWF/008,"CSEE with 4+ non-religious passes | NTA level 4 Certificate in Community Development, Gender, Social work, Youth Protection or Advanced Certificate of Secondary Examination with One Principal Pass and one Subsidiary Pass",,3 years or 2 years,"Local Fee: TSH. 730,000/=",unknown,Arumeru District Council - Arusha,300 or 200,CSEE; NTA Level 4; Certificate,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,Combined 2 entry route(s) from the guidebook.
Ordinary Diploma in Accounting and Finance,ordinary diploma in accounting and finance,ordinary diploma,business,TEOFILO KISANJI UNIVERSITY - MBEYA,TK,CSEE with 4+ non-religious passes | NTA Level 4/BTC in Accountancy and Finance or Advanced Certificate of Secondary Examination Education (ACSEE) with 1 principal + 1 subsidiary,Accounting,3 years or 2 years,"Local Fee: TSH. 900,000/=",unknown,Mbeya City Council - Mbeya,200 or 100,CSEE; ACSEE; NTA Level 4,yes,Accredited and Chartered,,https://www.nactvet.go.tz/uploads/documents/en-1748443284-GUIDEBOOK%20FOR%20ALL%20UNIVERSITIES_2025_2026.pdf,NACTVET,https://www.tcu.go.tz/services/accreditation/universities-registered-tanzania,TCU,high,2026-04-24,Combined 2 entry route(s) from the guidebook. Accreditation status inherited from the matched university/university college record in the TCU institution list.
Ordinary Diploma in Business Administration,ordinary diploma in business administration,ordinary diploma,business,TEOFILO KISANJI UNIVERSITY - MBEYA,TK,CSEE with 4+ non-religious passes | NTA Level 4/BTC in Business Administration or ACSEE with 1 principal + 1 subsidiary,,3 years or 2 years,"Local Fee: TSH. 900,000/=",unknown,Mbeya City Council - Mbeya,191 or 100,CSEE; ACSEE; NTA Level 4,yes,Accredited and Chartered,,https://www.nactvet.go.tz/uploads/documents/en-1748443284-GUIDEBOOK%20FOR%20ALL%20UNIVERSITIES_2025_2026.pdf,NACTVET,https://www.tcu.go.tz/services/accreditation/universities-registered-tanzania,TCU,high,2026-04-24,Combined 2 entry route(s) from the guidebook. Accreditation status inherited from the matched university/university college record in the TCU institution list.
Ordinary Diploma in Clinical Medicine,ordinary diploma in clinical medicine,ordinary diploma,health,TEOFILO KISANJI UNIVERSITY - MBEYA,TK,"CSEE with 4+ non-religious passes including Chemistry, Biology and Physics/Engineering Sciences. A pass in Basic Mathematics and English Language is an added advantage",Biology; Chemistry; Physics/Engineering Sciences; Basic Mathematics; English Language; English,3 years,"Local Fee: TSH. 1,500,000/=",unknown,Mbeya City Council - Mbeya,100,CSEE,yes,Accredited and Chartered,,https://www.nactvet.go.tz/uploads/documents/en-1748443284-GUIDEBOOK%20FOR%20ALL%20UNIVERSITIES_2025_2026.pdf,NACTVET,https://www.tcu.go.tz/services/accreditation/universities-registered-tanzania,TCU,high,2026-04-24,Accreditation status inherited from the matched university/university college record in the TCU institution list.
