programme_name,normalized_programme_name,institution_name,normalized_institution_name,raw_requirement_text,accepts_form_four_direct,accepts_form_six,accepts_certificate,accepts_diploma,accepts_equivalent,minimum_csee_division_if_available,minimum_acsee_principal_passes_if_available,minimum_points_if_available,required_subjects,required_subject_grades_if_available,required_prior_field_if_available,bridge_or_foundation_required,eligibility_confidence,official_source_url,notes
Ordinary Diploma in Social Work,ordinary diploma in social work,TABORA BLISS COLLEGE - TABORA,tabora bliss tabora,"Holders of Basic Technician Certificate (NTA Level 4) in Social Work, Gender, Community Development, Youth Work OR Advanced Certificate of Secondary Education Examination (ACSEE) with at least one Principal pass and one Subsidiary in Principal subjects",no,yes,yes,no,no,,,,,,"Social Work, Gender, Community Development, Youth Work",no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
Ordinary Diploma in Social Work,ordinary diploma in social work,TABORA BLISS COLLEGE - TABORA,tabora bliss tabora,Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non- religious subjects,yes,no,no,no,no,four CSEE passes,,,,,,no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
Ordinary Diploma in Agriculture Production,ordinary diploma in agriculture production,TABORA (EA) POLYTECHNIC COLLEGE - TULI CAMPUS,tabora ea polytechnic tuli campus,"Holders of Basic Technician Certificate (NTA Level 4) in Agriculture Production OR Advanced Certificate of Secondary Education Examination (ACSEE) with one Principal pass and one Subsidiary in Biology, Chemistry, Physics, Advanced Mathematics, Agriculture Science and Geography",no,yes,yes,no,no,,,,Advanced Mathematics; Agriculture; Biology; Chemistry; Geography; Mathematics; Physics,,Agriculture Production,no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
Ordinary Diploma in Agriculture Production,ordinary diploma in agriculture production,TABORA (EA) POLYTECHNIC COLLEGE - TULI CAMPUS,tabora ea polytechnic tuli campus,"Holders of Certificate of Secondary Education Examination (CSEE) with At Least four (4) Passes in non-religious Subjects including two Passes in Biology, Chemistry, Physics/Engineering Sciences, Basic Mathematics, Nutrition, Agriculture Science and Geography or National Vocational Award (NVA) III in Agriculture with Certificate of Secondary Education (CSEE).",yes,no,yes,no,yes,four CSEE passes,,,Agriculture; Basic Mathematics; Biology; Chemistry; Engineering Science; Geography; Mathematics; Nutrition; Physics,,,no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
Ordinary Diploma in Clinical Medicine,ordinary diploma in clinical medicine,TABORA (EA) POLYTECHNIC COLLEGE - TULI CAMPUS,tabora ea polytechnic tuli campus,"Holders of Certificate of Secondary Education Examination (CSEE) with At Least four (4) Passes in non-religious Subjects including Chemistry, Biology and Physics/Engineering Sciences. A Pass in Basic Mathematics and English Language Is An Added Advantage",yes,no,no,no,no,four CSEE passes,,,Basic Mathematics; Biology; Chemistry; Engineering Science; English; English Language; Mathematics; Physics,,,no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
Ordinary Diploma in Clinical Nutrition,ordinary diploma in clinical nutrition,TABORA (EA) POLYTECHNIC COLLEGE - TULI CAMPUS,tabora ea polytechnic tuli campus,Holders of Certificate of Secondary Education Examination (CSEE) with At Least four (4) Passes in non-religious Subjects including Chemistry and Biology. A Pass in Basic Mathematics and English Language Is An Added Advantage,yes,no,no,no,no,four CSEE passes,,,Basic Mathematics; Biology; Chemistry; English; English Language; Mathematics,,,no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
Ordinary Diploma in Medical Laboratory Sciences,ordinary diploma in medical laboratory sciences,TABORA (EA) POLYTECHNIC COLLEGE - TULI CAMPUS,tabora ea polytechnic tuli campus,"Holders of Certificate of Secondary Education Examination (CSEE) with At Least four (4) Passes in non-religious Subjects including Chemistry, Biology, Physics/Engineering sciences/Basic Mathematics and English Language.",yes,no,no,no,no,four CSEE passes,,,Basic Mathematics; Biology; Chemistry; Engineering Science; English; English Language; Mathematics; Physics,,,no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
Ordinary Diploma in Nursing and Midwifery,ordinary diploma in nursing and midwifery,TABORA (EA) POLYTECHNIC COLLEGE - TULI CAMPUS,tabora ea polytechnic tuli campus,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects including Chemistry, Biology and Physics/Engineering Sciences. A pass in Basic Mathematics and English Language is an added advantage.",yes,no,no,no,no,four CSEE passes,,,Basic Mathematics; Biology; Chemistry; Engineering Science; English; English Language; Mathematics; Physics,,,no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
Ordinary Diploma in Clinical Medicine,ordinary diploma in clinical medicine,TABORA EAST AFRICA POLYTECHNIC COLLEGE - TABORA,tabora east africa polytechnic tabora,"Holders of Certificate of Secondary Education Examination (CSEE) with four (4) passes in non-religious subjects including Chemistry, Biology and Physics/Engineering Sciences. A pass in Basic Mathematics and English Language is an added advantage.",yes,no,no,no,no,four CSEE passes,,,Basic Mathematics; Biology; Chemistry; Engineering Science; English; English Language; Mathematics; Physics,,,no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
Ordinary Diploma in Community Development,ordinary diploma in community development,TABORA EAST AFRICA POLYTECHNIC COLLEGE - TABORA,tabora east africa polytechnic tabora,"Holders of Basic Technician Certificate ( NTA Level 4) in Community Development, Social Work, Community Health, Youth Work, Gender OR Advanced Certificate of Secondary Education Examination (ACSEE) with at least one Principal pass and one subsidiary in Principal subjects",no,yes,yes,no,no,,,,,,,no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
Ordinary Diploma in Community Development,ordinary diploma in community development,TABORA EAST AFRICA POLYTECHNIC COLLEGE - TABORA,tabora east africa polytechnic tabora,Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non- religious subjects,yes,no,no,no,no,four CSEE passes,,,,,,no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
Ordinary Diploma in Early Childhood Care and Education,ordinary diploma in early childhood care and education,TABORA EAST AFRICA POLYTECHNIC COLLEGE - TABORA,tabora east africa polytechnic tabora,Holders of Basic Technician Certificate (NTA Level 4) in Early Childhood Care and Education OR Advanced Certificate of Secondary Education Examination (ACSEE) with at least one Principal Pass and one Subsidiary in Principal subjects,no,yes,yes,no,no,,,,,,Early Childhood Care and Education,no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
Ordinary Diploma in Early Childhood Care and Education,ordinary diploma in early childhood care and education,TABORA EAST AFRICA POLYTECHNIC COLLEGE - TABORA,tabora east africa polytechnic tabora,Holders of Certificate of Secondary Education (CSEE) with at least four (4) passes in non-religious subjects,yes,no,no,no,no,four CSEE passes,,,,,,no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
Ordinary Diploma in Educational Management and Administration,ordinary diploma in educational management and administration,TABORA EAST AFRICA POLYTECHNIC COLLEGE - TABORA,tabora east africa polytechnic tabora,"Holders of Basic Technician Certificate (NTA Level 4) in Education Management and Administration, MUKA, Grade IIIA Teachers Certificate Education, Diploma in Teachers Education and Bachelor Degree in Education with at least three years of working experience",no,yes,yes,yes,no,,,,,,"Teachers Education and Bachelor Degree in Education; Education Management and Administration, MUKA, Grade IIIA Teachers Certificate Education, Diploma in Teachers Education and Bachelor Degree in Education",no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
Ordinary Diploma in Information and Communication Technology,ordinary diploma in information and communication technology,TABORA EAST AFRICA POLYTECHNIC COLLEGE - TABORA,tabora east africa polytechnic tabora,Holders of Basic Technician Certificate (NTA Level 4) in Information and Communication Technology OR Holders of Advance Certificate of Secondary Education Examination (ACSEE) with at least one Principal and a subsidiary pass in principal subjects.,no,yes,yes,no,no,,,,Information and Communication Technology,,Information and Communication Technology,no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
Ordinary Diploma in Information and Communication Technology,ordinary diploma in information and communication technology,TABORA EAST AFRICA POLYTECHNIC COLLEGE - TABORA,tabora east africa polytechnic tabora,Holders of Certificate of Secondary Education Examination (CSEE) with four (4) Passes in non-religious Subjects or Holders of National Vocational Award (nva Iii) with Certificate of Secondary Education Examination (CSEE).,yes,no,yes,no,yes,four CSEE passes,,,,,,no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
Ordinary Diploma in Journalism,ordinary diploma in journalism,TABORA EAST AFRICA POLYTECHNIC COLLEGE - TABORA,tabora east africa polytechnic tabora,Holders of Basic Technician Certificate (NTA Level 4 ) in Journalism OR Advanced Certificate of Secondary School Education with at least One Principal Pass and one Subsidiary in Principal subjects,no,yes,yes,no,no,,,,,,,no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
Ordinary Diploma in Journalism,ordinary diploma in journalism,TABORA EAST AFRICA POLYTECHNIC COLLEGE - TABORA,tabora east africa polytechnic tabora,Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects OR National Vocational Award (NVA) Level III with at least two passes in Certificate of Secondary Education Examination (CSEE),yes,no,yes,no,yes,four CSEE passes,,,,,,no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
Ordinary Diploma in Medical Laboratory Sciences,ordinary diploma in medical laboratory sciences,TABORA EAST AFRICA POLYTECHNIC COLLEGE - TABORA,tabora east africa polytechnic tabora,"Holders of Certificate of Secondary Education Examination (CSEE) with At Least four (4) Passes in non-religious Subjects including Chemistry, Biology, Physics/Engineering sciences/Basic Mathematics and English Language.",yes,no,no,no,no,four CSEE passes,,,Basic Mathematics; Biology; Chemistry; Engineering Science; English; English Language; Mathematics; Physics,,,no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
Ordinary Diploma in Nursing and Midwifery,ordinary diploma in nursing and midwifery,TABORA EAST AFRICA POLYTECHNIC COLLEGE - TABORA,tabora east africa polytechnic tabora,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects including Chemistry, Biology and Physics/Engineering Sciences. A pass in Basic Mathematics and English Language is an added advantage.",yes,no,no,no,no,four CSEE passes,,,Basic Mathematics; Biology; Chemistry; Engineering Science; English; English Language; Mathematics; Physics,,,no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
Ordinary Diploma in Pharmaceutical Sciences,ordinary diploma in pharmaceutical sciences,TABORA EAST AFRICA POLYTECHNIC COLLEGE - TABORA,tabora east africa polytechnic tabora,Holders of Certificate of Secondary Education Examination (CSEE) with At Least four (4) Passes in non-religious Subjects including Chemistry and Biology. A Pass in Basic Mathematics and English Language Is An Added Advantage.,yes,no,no,no,no,four CSEE passes,,,Basic Mathematics; Biology; Chemistry; English; English Language; Mathematics,,,no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
Ordinary Diploma in Records Management,ordinary diploma in records management,TABORA EAST AFRICA POLYTECHNIC COLLEGE - TABORA,tabora east africa polytechnic tabora,Holders of Basic Technician Certificate (NTA level 4 ) in Records Management OR Advanced Certificate of Secondary School Education Examination with at least one principal Pass and one Subsidiary in Principal subjects,no,yes,yes,no,no,,,,,,,no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
Ordinary Diploma in Records Management,ordinary diploma in records management,TABORA EAST AFRICA POLYTECHNIC COLLEGE - TABORA,tabora east africa polytechnic tabora,Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects,yes,no,no,no,no,four CSEE passes,,,,,,no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
Ordinary Diploma in Secretarial Studies,ordinary diploma in secretarial studies,TABORA EAST AFRICA POLYTECHNIC COLLEGE - TABORA,tabora east africa polytechnic tabora,Holders of Basic Technician Certificate in Secretarial Studies OR Advanced Certificate of Secondary School Education with one principal pass and one subsidiary in Principal subjects,no,yes,yes,no,no,,,,,,Secretarial Studies,no,high,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET guidebook row.
