institution_name,normalized_institution_name,website,admissions_url,application_url,phone_numbers,email,logo_url,logo_source_url,logo_status,official_source_url,source_type,confidence_level,last_verified_date,notes,needs_review,review_reasons
TRIPLE J SOUND AND MUSIC COLLEGE - MBEYA,triple j sound music mbeya,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TUKUYU SCHOOL OF NURSING,tukuyu school nursing,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TUMAINI UNIVERSITY DAR ES SALAAM COLLEGE,tumaini dar es salaam,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,NACTVET admission guidebook 2025/2026 - universities offering certificate/diploma programmes,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TUMAINI JIPYA MEDICAL TRAINING COLLEGE,tumaini jipya medical training,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
Tumaini University Makumira (TUMA),tumaini makumira tuma,,,,,,,,missing,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,Institution/programmes extracted from official TCU guidebook. Ownership is blank unless found in enrichment map.,no,
TUMAINI UNIVERSITY MAKUMIRA (TUMA) - ARUSHA,tumaini makumira tuma arusha,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,NACTVET admission guidebook 2025/2026 - universities offering certificate/diploma programmes,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TUMAINI MBEYA COLLEGE (TUMCO) - MBEYA,tumaini mbeya tumco mbeya,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
TUSAALE BUSINESS AND PLANNING COLLEGE,tusaale business planning,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
UBUNTU INSTITUTE OF SOCIAL JUSTICE - MWANZA,ubuntu social justice mwanza,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
UJIJI BROADCASTING ACADEMY,ujiji broadcasting academy,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
Ulyankulu VTC,ulyankulu vtc,https://www.veta.go.tz/,https://vetmis.veta.go.tz/,https://vetmis.veta.go.tz/,Tel:026 2604750,ulyankuluvtc@veta.go.tz,,,missing,https://www.veta.go.tz/publication/doc/hqxwsDjWybeZr6IpHKhaFwXoCG3kT0nS8fEaNHmw.pdf,VETA list of occupations offered in VETA owned centres,medium,2026-04-26,VETA occupations extracted from official VETA-owned centres PDF. Programme-specific academic entry requirements are not stated in this source.,yes,Verify centre contact/region and current programme-specific entry requirements; source is an official but irregular PDF table.
UNIQUE ACADEMY,unique academy,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
Unique Academy Dar es Salaam (UAD),unique academy dar es salaam uad,,,,,,,,missing,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,Institution/programmes extracted from official TCU guidebook. Ownership is blank unless found in enrichment map.,no,
United African University of Tanzania (UAUT),united african tanzania uaut,,,,,,,,missing,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,Institution/programmes extracted from official TCU guidebook. Ownership is blank unless found in enrichment map.,no,
UNITED AFRICAN TECHNICAL COLLEGE,united african technical,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
UNITED TANZANIA AERONAUTICS COLLEGE - CHALINZE,united tanzania aeronautics chalinze,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
UNIVERSAL COLLEGE OF AFRICA - DAR ES SALAAM,universal africa dar es salaam,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
UNUNIO COLLEGE OF HEALTH AND ALLIED SCIENCES - DAR-ES-SALAAM,ununio health allied sciences dar es salaam,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
Urambo DVTC,urambo dvtc,https://www.veta.go.tz/,https://vetmis.veta.go.tz/,https://vetmis.veta.go.tz/,,,,,missing,https://www.veta.go.tz/publication/doc/hqxwsDjWybeZr6IpHKhaFwXoCG3kT0nS8fEaNHmw.pdf,VETA list of occupations offered in VETA owned centres,medium,2026-04-26,VETA occupations extracted from official VETA-owned centres PDF. Programme-specific academic entry requirements are not stated in this source.,yes,Verify centre contact/region and current programme-specific entry requirements; source is an official but irregular PDF table.
UYOLE HEALTH SCIENCES INSTITUTE,uyole health sciences,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
VETA HOTEL AND TOURISM TRAINING INSTITUTE - VHTTI,veta hotel tourism training vhtti,https://www.veta.go.tz/,https://vetmis.veta.go.tz/,https://vetmis.veta.go.tz/,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf; https://www.veta.go.tz/publication/doc/hqxwsDjWybeZr6IpHKhaFwXoCG3kT0nS8fEaNHmw.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions; VETA list of occupations offered in VETA owned centres,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.; VETA occupations extracted from official VETA-owned centres PDF. Programme-specific academic entry requirements are not stated in this source.,no,Verify centre contact/region and current programme-specific entry requirements; source is an official but irregular PDF table.
VETA Kipawa Centre of ICT,veta kipawa ict,https://www.veta.go.tz/,https://vetmis.veta.go.tz/,https://vetmis.veta.go.tz/,,kiict@veta.go.tz,,,missing,https://www.veta.go.tz/publication/doc/hqxwsDjWybeZr6IpHKhaFwXoCG3kT0nS8fEaNHmw.pdf,VETA list of occupations offered in VETA owned centres,medium,2026-04-26,VETA occupations extracted from official VETA-owned centres PDF. Programme-specific academic entry requirements are not stated in this source.,yes,Verify centre contact/region and current programme-specific entry requirements; source is an official but irregular PDF table.
VETA-KIPAWA INFORMATION AND COMMUNICATION AND TECHNOLOGY (ICT) CENTRE - DAR ES SALAAM,veta kipawa information communication technology ict dar es salaam,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
VICTORIA INSTITUTE OF SCIENCE AND TECHNOLOGY,victoria science technology,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
VICTORY HEALTH AND ALLIED SCIENCES COLLEGE,victory health allied sciences,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
VIGNAN INSTITUTE OF SCIENCE AND TECHNOLOGY,vignan science technology,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
VIKINDU CATHOLIC POLYTECHNIC COLLEGE,vikindu catholic polytechnic,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
VISELE LIVE-CROP SKILLS TRAINING CENTRE,visele live crop skills training,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
VTC-Makunduchi,vtc makunduchi,https://www.zvta.go.tz/,https://www.zvta.go.tz/index.php/academic/admission/,https://www.zvta.go.tz/index.php/academic/forms/students-application-form/,+255-24-2230204,vta@vta.go.tz,,,missing,https://www.zvta.go.tz/index.php/our-centers/government-center/makunduchi-vtc/,Zanzibar Vocational Training Authority official centre page,high,2026-04-26,Programmes transcribed from official Zanzibar VTA centre page.,no,
VTC-Mkokotoni,vtc mkokotoni,https://www.zvta.go.tz/,https://www.zvta.go.tz/index.php/academic/admission/,https://www.zvta.go.tz/index.php/academic/forms/students-application-form/,+255-24-2230204,vta@vta.go.tz,,,missing,https://www.zvta.go.tz/index.php/our-centers/government-center/mkokotoni-vtc/,Zanzibar Vocational Training Authority official centre page,high,2026-04-26,Official page states that Mkokotoni offers fifteen programmes but the accessible text did not list programme names; manual review required.,yes,Programme names not visible in accessible official page text.
VTC-Mwanakwerekwe,vtc mwanakwerekwe,https://www.zvta.go.tz/,https://www.zvta.go.tz/index.php/academic/admission/,https://www.zvta.go.tz/index.php/academic/forms/students-application-form/,+255-24-2230204,vta@vta.go.tz,,,missing,https://www.zvta.go.tz/index.php/our-centers/government-center/mwanakwerekwe-vtc/,Zanzibar Vocational Training Authority official centre page,high,2026-04-26,Programmes transcribed from official Zanzibar VTA centre page.,no,
VTC-Vitongoji,vtc vitongoji,https://www.zvta.go.tz/,https://www.zvta.go.tz/index.php/academic/admission/,https://www.zvta.go.tz/index.php/academic/forms/students-application-form/,+255-24-2230204,vta@vta.go.tz,,,missing,https://www.zvta.go.tz/index.php/our-centers/government-center/vitongoji-vtc/,Zanzibar Vocational Training Authority official centre page,high,2026-04-26,Programmes transcribed from official Zanzibar VTA centre page.,no,
WAPO MEDIA INSTITUTE,wapo media,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
WATER INSTITUTE,water,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
WATER INSTITUTE SINGIDA CAMPUS,water singida campus,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
Water Institute (WI),water wi,,,,,,,,missing,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf; https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU 2025/2026 Bachelor degree admission guidebook - secondary school qualifications; TCU 2025/2026 Bachelor degree admission guidebook - ordinary diploma/equivalent qualifications,high,2026-04-26,Institution/programmes extracted from official TCU guidebook. Ownership is blank unless found in enrichment map.,no,
WESLEY COLLEGE,wesley,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
WEST EVAN COLLEGE OF BUSINESS HEALTH AND ALLIED SCIENCES,west evan business health allied sciences,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
WESTERN TANGANYIKA COLLEGE - KIGOMA,western tanganyika kigoma,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
WETE INSTITUTE OF ACADEMIC RESEARCH AND CONSULTANCY - PEMBA,wete academic research consultancy pemba,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
YOHANA WAVENZA HEALTH INSTITUTE,yohana wavenza health,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
COLLEGE OF YOUTH EDUCATION IN TANZANIA - MWANZA,youth education tanzania mwanza,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
ZANGO COLLEGE OF HEALTH AND ALLIED SCIENCES,zango health allied sciences,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
